docId,filename,0 dec improvements popular,1 term cannibal staff,2 territories entwined derived,3 day clock president,4 people governor court,5 united mr country,6 worthy wellington cruelty,7 glasgow time 1,8 magistrates eleven thrown,9 exist denominated canoe
0,CND.csv,0.02123638357911297,0.025084590092444313,0.022457482589392307,0.07523572720705027,0.12690856377519089,0.429176444225426,0.024162138890795583,0.22893782752761146,0.02581918128386041,0.020981660829115834
