docId,filename,toptopics...
0,file:/C:/Users/jeffr/Desktop/School/Summer%202019/DIGH3814/Canadian%20Diary/CND.csv,5,0.429176444225426,7,0.22893782752761146,4,0.12690856377519089,3,0.07523572720705027,8,0.02581918128386041,1,0.025084590092444313,6,0.024162138890795583,2,0.022457482589392307,0,0.02123638357911297,9,0.020981660829115834
